customer_tweet_id,customer_text,brand_tweet_id,brand_reply
2310821.0,@AmazonHelp Intelcom Courrier Canada Inc.,2310823,@670189 Hi Karen. Was your order sold via a seller or Amazon directly? Please reach out - https://t.co/Q7Ftz6nj80 we'll be happy to look into your concern further. ^TP
976820.0,@AmazonHelp You already have my order details from the screenshots I provided... Go ahead and do your research and correct the issue,976821,"@351670 I'm sorry as we'll not be able to access your account from here, please share your details and we'll get back to you.^VR"
2226533.0,@AmazonHelp Commande annulée. Je reçois alors un mail qui m'informe que le remboursement est impossible. Ça devient pénible.,2226534,"@649947 Avez-vous pu voir cela directement avec notre SAV je vous prie ? 
^KE"
1621277.0,"@AmazonHelp I have read the correspondence , however don’t see any resolution . I appreciate your intent to help but I have still not received d package",1621280,@496822 Apologies for inconvenience. Please reply to the e-mail received from us &amp; we'll get back to you soon. ^BS
2676414.0,@AmazonHelp can i have a phone number to complain i’m being harassed by your customer service team someone singing down the phone so weird,2676413,@303993 We'd like a member of our team to look into this with you! Pls give us detailed information here: https://t.co/enq8JLJXo0 ^KJ
1645483.0,@119959 @115821 @115828 @212203 - My Pre-order for Fracture But Whole through amazon still havent shipped =\ . No estimate date. =\,1645480,@502812 Oh man! What's the current order status here: https://t.co/Y5jpI9gRhE? Have you received any recent updates via e-mail? ^SH
360665.0,"@AmazonHelp Sus recepcionistas no deberían ser tan amables, saludos❤️",360669,"@201407 Alexis, ¡nos gusta dar amor a nuestros clientes!❤️😊 ^HC"
2132894.0,"@AmazonHelp He llamado varias veces  y me han dicho que estaba en reparto, al final he puesto una reclamación pq no ha llegado nada y ha pasado + veces",2132896,@627596 Puedes reportar esto a nuestro Soporte al Cliente en le siguiente enlace: https://t.co/KyKcfqiS0j   ^JJ
1534954.0,8:00 and still no @115821 delivery!  I’m never ordering games from you again.  You’ve let me down once again.  You say release day delivery but never follow through.  Guess it’s @120358 from now on!,1534952,@397119 I'm sorry to hear this. What's the delivery date and most recent tracking shown here: https://t.co/Y5jpI9gRhE? ^LI
174576.0,@AmazonHelp hello! I have somehow been charged for a membership to American Amazon Prime despite not wanting it or clicking it - please could I be refunded ASAP? This has happened before and it was resolved very quickly then.,174574,@156933 I'm sorry for the unexpected charge! We'd like to help. Please reach out to us via phone or chat here: https://t.co/JzP7hlA23B ^JP
2317845.0,@116316 you guys accidently send me an extra ssd... What should i do with it?,2317844,"@671976 Oh, in that case, please contact our customer service via this link: https://t.co/Su5eCHNYlH My colleagues will take care of everything. Thank you for your honesty! ^AK"
2794276.0,"@117795 hey guys, my order is missing. No sign of your messenger nor of any of the items I paid for. What’s up? It’s way past the delivery window.",2794274,@213876 That's odd! We'd like to help! Have you had the chance to reach to us through the app for more insight?  ^HM
67526.0,"@AmazonHelp Perfecto,, Feliz dia 😊",67527,"@131419 Feliz día para ti también, ¡saludos! 😊 ^FZ"
1552159.0,Amazonプライムすげーなんでもみれる,1552158,"@480268 こんにちわ！Amazonです(＾◇＾)
色々なコンテンツをご準備しておりますので、是非存分にお楽しみください♪TY"
2477519.0,"Amazon driver banged the door so loud that he alarmed the neighbour.
Sorry no parcel for you Linda.",2477518,"@708141 Terribly sorry for the excessive knocking, Alex! Let's get that reported here as well: https://t.co/JzP7hlA23B ^JZ"
2828800.0,@115850 such a pathetic service. I am abroad and so hard to reach customer service centre without active indian mobile number. My order was placed a week back and now i dont see it anywhere in my profile.. order is like deleted from database. No track. Fraud activity,2828799,"@787789 Sorry to know you're having trouble connecting with us and the order you recently placed. You can reach us via phone, chat or email using the link here: https://t.co/TdDksLo6Mf. We'll assist you. ^PS"
1382716.0,Dear @115850 what's d point of ordering #amazonfulfilled #product wid #amazonprime if it still takes over a week to #deliver ? #ecommerce,1382715,@242002 and we'll look into this for you. (2/2) ^VM
346232.0,@115850 @115851 where is my order. 6 tym calld custmr srvc no solution. Updated address 2 tym and everytime i am at home still this.... https://t.co/y97h9LVdyB,346231,"@198407 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.(2/2) ^RD"
1312459.0,@115825 Guten Morgen! Im Freitag Filmabend ist The Greasy Strangler dabei. Kommt der wirklich mit englischer Tonspur daher?,1312458,@426684 Du kannst zwischen deutscher und englischer Tonspur wählen. Liebe Grüße ^DW
1345596.0,Wow @115821 @amazonhelp has the worst customer service reps.,1345594,"@433766 I'm sorry for the poor experience! Without sharing account details, will you tell us what's going on? We're here to help. ^AB"
2205115.0,"So I ordered something from #Amazon 2 weeks ago, only to find eventually that the parcel is ""non livrable"" according to their site. A #LaPoste tracking number was provided. The La Poste site says : ""Votre colis a subi un incident"". #silentscream #France @115821  #notgoodenough",2205114,"@644759 Hello, I'm sorry for the inconvenience, could you please contact our Customer Service to check this directly : https://t.co/qzuu0dgDXz ^MH"
2730260.0,"@115821 Germany ""guaranteed delivery dates"" are a huge joke. From ""guaranteed"" delivery today we are know at ""estimated"" delivery by Wednesday. Good job!",2730259,"@765455 Hey, too bad that your package did not come on the guaranteed delivery date.
Have you already contacted our customer service colleagues? I am sure, they can help you quickly. Here you can reach them: https://t.co/ohyvGrpvrY ^AM"
2899625.0,"@AmazonHelp Konnte es zum Glück klären. Hoffentlich sehen die anderen Bücher, die die Woche kommen, nicht auch so aus :(",2899627,"@270208 Schön zu hören, dass dir geholfen werden konnte. Sag gerne Bescheid, wie die anderen Bücher ankommen. Lieben Gruß ^NW"
1724742.0,@AmazonHelp can you tell me why my prime parcel has not arrived today and is not even with the courier yet?,1724740,"@121279 Uh oh! Sounds like we're missing the mark. What was the promised date of the delivery, Sian? Please let us know! ^JD"
1856222.0,"Monitor stand got delayed by a day, even though it's meant to be guaranteed delivery @115830 You hurt my feelings :(",1856220,"@555193 Ugh, that's not what I want to hear, and its not what we want you to experience! Were you given a reason for the delay? ^AS"
2230725.0,@AmazonHelp  https://t.co/caIUiYCo4x,2230727,"@650962 That's odd! We'd like to look into this further with you. When you can, please reach out to us here: https://t.co/hApLpM3Ejd ^HM"
383353.0,@115850 Unable to call customercare. please cll me 9769909024. I am a prime customer and product promis 1 day delivery but its 6days now,383352,"@206819 Also, please don't provide your order/account details as we consider them to be personal information. ^HK"
490397.0,"@120533 Contexte : pour une commande expédiée en 2 envois, je ne peux faire une demande de facture que pour le vendeur associé au 1er envoi. Impossible de sélectionner un autre vendeur et de retrouver la commande associée…",490396,"@231824 Bonjour,
Avez-vous contacté notre SAV pour leur demander de faire la demande de facture à votre place ?
^MD"
133862.0,@AmazonHelp I have not received any email from your end. I want money back asap. Can you at least do that. It is highly unacceptable. With no help from your end you are forcing me to reach out to consumer forum. #patheticamzon @115851 @AmazonHelp @115821,133861,"@146160 Apologies for the stretch, this was never our intention. We are effectively working on this. Please respond to the correspondence sent to your registered email ID and we will assist you. ^AH"
832131.0,"I can no longer choose which 'wishlist' to view on my android app, It only shows default one. please make my life better again? @AmazonHelp",832129,"@318184 I'm sorry for the trouble! With the default list open on the app, tap ""See all lists"" on the upper right to change it. ^BH"
1068763.0,@AmazonHelp Amazon was the carrier. Amazon is ALWAYS the carrier when I’ve had problems.,1068764,"@372212 When you have a moment, we'd like to look into this together. Please fill in your information here: https://t.co/h4OWzE5fjR ^TG"
582644.0,"Suchanfrage war ""Geschenk für Kind"" @116316 https://t.co/w3GAZJ9n7k",582643,@257369 Vielen Dank für deine Aufmerksamkeit! Das ist natürlich nicht richtig und ich habe es soeben an meine Kollegen weitergeleitet. Ich wünsche dir einen schönen Sonntag! ^AK
1081431.0,@AmazonHelp 3rd generation Fire HD,1081434,@374548 Let's see what additional troubleshooting we can provide here: https://t.co/JzP7hlA23B ^JZ
365613.0,"@AmazonHelp Ich will ja nicht auf falsche Gedanken kommen 😂
... https://t.co/iilhiB84zy",365615,"@202605 Wie du schon schreibst, die Gedanken sind falsch. FALSCH! 😂 ^MI"
1576260.0,Did they just increase the @119625 price by 100% :),1576259,"@485641 I get your concern, Prateek. Prime was being offered to you on a discounted price of Rs.499 for a limited period. (1/2) ^SV"
232475.0,@115850 i m very diassapointed about the customer care service of the.. Amazon.. . No option for 2nd time to talk with the agent..,232474,@171334 That's rather strange. Could you elaborate on what's the error you see while contacting our support team? ^JC
533326.0,#AmazonIndia where is my ghar ki dukaan now? When i m looking for it. First deliver faulty products and tn not replacing it.,533324,@243552 Apologies for the issue that you had faced with the delivery of the order. Has this been reported to our support team yet? You may connect with them from here https://t.co/TxK11z5H93 and they would do the needful to help. ^KK
984669.0,@115821 @117795 You guys keep saying my prime storage is over quota but I have no videos uploaded. How do I turn OFF video upload?,984667,"@191774 Hi, sorry. Do you have devices registered to your acc? You can find info about Amazon Drive here:https://t.co/kQM4oIzqOz.^JJ"
1968352.0,@AmazonHelp No. The lady I talked to today basically canceled the original order and reordered and it’s not going to ship/deliver until Nov13-Dec20.,1968353,"@583218 I understand. If it's not received within that delivery estimate, please let us know. ^DC"
576029.0,@AmazonHelp So basically I can’t cancel an order that I never requested? Why would your management team not contact me before putting the order in?,576030,"@255535 As per previous correspondence, we can't place an order on a customer behalf.  If you do not require this order you can reject it at the door. ^JC"
684796.0,@AmazonHelp Justement pas des plus glorieuses avec votre call center...,684798,@283443 Pourriez-vous nous expliquer davantage la situation s'il vous plaît? ^FA
1531210.0,@AmazonHelp can u delvr a product on or bfr 12 nov as dat product is not eligible for prime. I want to gift it 2 my father on his b'dae.,1531209,"@475033 shipping speed selected, availability etc., The most feasible delivery date is displayed at checkout of the order. ^VN(2/3)"
2300014.0,@AmazonHelp commade faite a tmeps pour livraison le soir mais finalement retardé ... Nouvelle date de livraison estimée : 12 nov. - 13 nov. sachant que j'ai payé pour etre livré ce soir pour finir un devoir,2300013,"@667561 Bonjour,
Je suis désolée d'apprendre cela. Avez-vous contacté notre SAV pour leur faire part de la situation?
^MD"
619287.0,"My @115830 account clearly lists my “safe place” to leave goods. Why therefore have you ignored that, and delivered the goods to someone living a long way down the street?",619286,"@266951 Hi, Graham! I'm sorry that your parcel wasn't delivered to your designated Safe Place as it should have. When you have a moment, reach us here so we can take feedback about this: https://t.co/JzP7hlA23B  ^SP"
1432258.0,@115821 NE STRUNZ E MERD QUANTU TIEMP M VULISS FA ASPETTÀ E KITEMMUORT,1432257,@452581 Come possiamo aiutarti? ^BC
2667372.0,@115833 Hi. Alexa has stopped saying 'ok' when i give her Hive comands.? She doesn't say anything.?,2667370,@751428 Have you tried getting in touch with us here: https://t.co/JzP7hlA23B ^CD
86255.0,"@115821 @116316 I bought the following flask 3 weeks ago and it just exploded, scolding my face and neck with boiling water. Who do I talk to about this?
https://t.co/QVrNADgHId https://t.co/36Ro3YMSaF",86253,@134831 That sounds really not very well. Where did your ordered the article from. In .co.uk or .de? ^AM
2919858.0,"@AmazonHelp Thanks! That answered my question. 1 more question, what is the fee charged to unsubscribe?",2919860,@808149 The one time fee should appear before checking out. Let us know if you can not find the price! ^LS
312138.0,Amazonから架空請求のショートメールきたし！,312137,@190546 https://t.co/st4oU67M9nではSMSにてお客様にご連絡することはございません。https://t.co/st4oU67M9nを騙るEメールやSMSが増えているようですので、お気を付けくださいませ。TN
1314401.0,@AmazonHelp @115850 @115851 knows that you can check with Mobeen and Guddi of @115821 employee theses jokers never learn from the mistake. Thanks.,1314403,@158494 We'd like to know more about what went wrong. Please tell us here: https://t.co/GIJyeYqKE0 &amp; we'll get in touch with you. ^BS
575421.0,"この時季
子供達に 期待させるような大きさのAmazonが届いてしまった
ごめん かめたん のだから https://t.co/JzY8sm5mNI",575420,@255393 恐れ入ります・・( ´›ω‹｀)　ご入用の際には、あらためてAmazonをご利用くださいませ！🎁✨🎄 HM
1445393.0,@8850 @23773 @951 @115821 @115850 @AmazonHelp but i don't remeber the email account through which i had ordered the Product !! I only have imei number !!,1454265,@455406 We'll be following up on your concern via DM. Please check. ^HD
1126665.0,@AmazonHelp @118919 @115850 @115821 @AmazonHelp #amazon #news you failed to understand my point - if you asking me not to comment on (1/3),1126666,"@208722 I understand your concern. However, the review has to meet the guidelines mentioned in link provided earlier. ^HD"
2932877.0,"@AmazonHelp Certainly
https://t.co/CG9R7qC037",2932878,@811071 This is the french version of the game but many languages are available.
652108.0,@AmazonHelp Balance is $0 and no purchase history available.,652109,@140395 Hey - did you receive confirmation that your escalation was being investigated? Can you please contact us so we can see if there is an update available :  https://t.co/hApLpMlfHN ^TD
1750494.0,@AmazonHelp .com and .in,1750496,"@216561 Thanks for confirming, Nilesh. Let's follow the steps found here to get your membership canceled: https://t.co/GytzdTnHoT ^FD"
1095840.0,@AmazonHelp Who was helping me when we got disconnected and I have had little help from call 2 or 3 other then a larger headache and a ugh to swear,1095841,"@378602 I'm so sorry for the frustration, Anne. When you spoke with us, were we able to gain access to your account with Prime? ^DD"
1602326.0,@119356 @AmazonHelp Have filled the form.,1603530,@491753 Thank you for sharing your details. We'll work on it and reach out to you soon. ^AP
1264302.0,"勝手にAmazonプライム会員になってた(´･ω･`;)
何かの拍子にボタン押してしまったみたい",1264301,@416078 キャンセルをご希望の場合はリンクをご参照ください。https://t.co/JrKFIybs6n 更新後に特典の利用がなければ全額返金いたします。なお、プライムでは以下のような特典をご用意しています。https://t.co/FJh7vAncqv TN
2360475.0,"@AmazonHelp ... avant 20 h. Et aujourd'hui, je n'ai rien reçu. La commande n'est même pas passée en expédition. C'était le même vendeur, mais j'ai osé croire qu'il y avait eu un pb de logistique la première fois. Ce n'était vraisemblablement pas le cas. À quoi bon être premium et avoir...",2360477,@681664 Je comprends la situation et j'en suis vraiment désolée. Avez-vous signalé cela à notre service client comme il vous a été précisé auparavant ? ^SB
1576358.0,What’s going on with the South Park steelbook? 🤔🤔🤔 now I’m not getting it on release day @AmazonHelp,1576356,"@485657 Hello, when you placed the order were you provided with a delivery date ? Has that delivery date changed ? ^CR"
2336107.0,"@AmazonHelp I had not opened the delivered package. 

@115850",2336109,@675921 is damaged/defective. You can refer to the policy here:https://t.co/ZcbVGDaswi 2/2 ^EM
449997.0,@120533 Vous pouvez vous dépêcher pour ma zowie fk2 commandé hier svp j'ai envie de jouer la !,449996,"@221656 Bonsoir, quelle est la date de livraison qui vous a été annoncée je vous prie ? 
^KE"
1434091.0,@AmazonHelp A charge from AMZ showed up on a company card statement.  No one in office claimed it.  No idea what it is.  Need to know or we will dispute,1434089,"@452967 We can't see accounts with Twitter but we still want to help! W/o posting account info, what is description of the charge? ^DD"
843521.0,@37831 received the prize but the amazon gV is  not working... I can't add it to my account https://t.co/NB4o4k07F6,843519,@320576 I am sorry to hear this. Can I ask for you to reach out to us using the link below so we can investigate this for you: https://t.co/JzP7hlA23B.^GA
924456.0,@115821 prime is a waste of money! Half of the things I order DO NOT come in two days. What a guarantee!,924453,@203264 Oh no! This is not what we like to hear. We'd like to help in any way we can. Are you having issues with a current order? ^NM
492160.0,@115821 My package was supposed to be here yesterday. Doesn’t look any closer to my house per tracking info. Anything to be done?,492159,"@232306 I'm sorry you have not received your order. We want to help resolve this, please reach out to us here,  https://t.co/hApLpMlfHN"
2450108.0,@115850 Is this product verified https://t.co/R0a3sKjra2,2450107,"@502932 then yes, the products sold on Amazon.in are genuine. [2/2] ^HA"
567570.0,"It is unconscionable that @115821 uses this carrier in NYC. Sitting at home waiting for a same-day shipment. They never rang our bell. If they left it at all, it was gone 6 minutes after they SAY they left it. Lasership? Don't think so. https://t.co/aAHnGCMd3i",567568,"@253120 I'm sorry for the frustration! This isn't the expectation we've set. When you have a moment, please contact us by phone or chat here: https://t.co/EKXRLsnxJu ^AC"
943519.0,@AmazonHelp I do have a question. I have a cord to return. It came with a life time warranty. I forgot to mail it out. I don’t want to be charged.,943521,"@343707 Hi, Niki! Without providing your account info, can you tell us if the item is within the 30 day return window? 
^HS"
258801.0,"Dear Amazon,
I had written a review for ""ECS Mini Rugby BT WL Speaker"".
Why are you not publishing it?
ID: sushantmajhi
@119356 @115850",258800,@177530 My apologies but the reviews won't post if they don't meet the guidelines mentioned here: https://t.co/NL0u2s7c73. ^HA
2891982.0,"@AmazonHelp Ah, that’s so unfortunate!! If I purchase an Amazon gift card, can the recipient use that for a Prime membership??",2891984,"@173065 Apologies, we aren't able to use gift cards for recurring memberships such as Prime. You would have to use a valid credit/debit card. ^NC"
2934343.0,"やっと来た❤️❤️Amazon様様。
@112547 https://t.co/LMpa4z9r1z",2934342,@811364 ご利用ありがとうございました！（ジャケットのミッキーかわいい♪）Oo｡.(´-`*) TN
984242.0,@AmazonHelp hi I ordered a sampoo from Amazon pantry and got a completely spilt product . What should I do?,984240,@353329 Please return the damaged item here : https://t.co/3yqvLnyTxi for the best available options! (2/2)^HR
89203.0,"@AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, but Amazon does not accept the creditcard payment 1/2",89201,@135293 Sorry to hear hat your account is blocked. Have you received an email from the Accounts Specialist team about this? We won't be able to access your account until it has been reviewed by an Account Specialist. ^RS
2369600.0,Is there any email available to actually contact you. Everything bounces back. Need to know when my Amazon Prime free trial expires. Please do not automatically renew. @AmazonHelp,2369597,@509996 You can make sure your Prime membership does not continue after the trial by canceling here: https://t.co/tBtfKvdcml ^DD
366006.0,@115850 1 hour to process amazon pay balance into the account !! Seriously?? Order no : 405-7666923-7204367 @AmazonHelp,366005,"@202714 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2"
2602186.0,@AmazonHelp I actually haven't. I just let the books sit there taunting me. Is there a good channel to report when I feel a book has good reviews while being substandard?,2602185,@736482 As well as reviewing the book on the website you can reach us here: https://t.co/hApLpMlfHN to report the content. ^JJ
475100.0,"@AmazonHelp .@AmazonHelp I have left feedback, but I want a refund for the wrong product &amp; I want the product I ordered delivered &amp; a refund for the extra postage of 14.95 I paid to have a 12 inch ruler delivered in a 4ft box #PleaseAdvise",475099,"@228064 Hey, Jez! Let's look into our options together. Please contact us here when you get a moment:  https://t.co/JzP7hlA23B. ^DY"
95414.0,@115850 apni dukaan fools customers by showing the delivery status as delivered...now I HV a qs....where s my order???????,95413,"@136746 We apologize for the experience you had, Bhavana. Request you to connect with us here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH"
1190307.0,"Only @115830 can fail a same day delivery because they can't press a door bell, then not update delivery info after you contact em. #sigh",1190305,@399766 Hi Paul- Sorry you're still waiting for your order; Has a new delivery estimate been provided when you spoke with us directly? ^NV
603977.0,@115821 is this really how you ship the razor scooters? Do they not ship in the Razor box? https://t.co/dbCStBmuM6,603976,"@125078 Some items on our website do ship in their manufacturer-provided packaging or wrapping. When ordering, you'll see this message on our product page: ""This item's packaging may indicate what is inside. To cover it, select Ship in Amazon box on the checkout page."" ^JR"
390372.0,@115850 @AmazonHelp what did you do? ☹️☹️ https://t.co/9A308URmIZ,390370,"@208420 Sorry, I was unable to comprehend your concern. Could you elaborate on it? ^MA"
2979691.0,@115821 y’all have a way of hiding orders from other people on the account?? Wife totally found out her present...,2979690,"@821770 On no! We do offer you the ability to ""Archive"" an order so it cannot be seen from the ""Your Orders"" page, details: https://t.co/LQ90PIpfZ3 ^JR"
2528861.0,@AmazonHelp リプありがとうございます。開封しないとわからない不良なので仕方ないと思います。今日返品させて頂きました。,2528863,@720000 大変お手数をおかけしました。また、お気遣いいただきありがとうございます。今後ともどうぞよろしくお願いいたします。 EK
1707983.0,When your just refreshing a page to see when your #ProjectScorpio has been dispatched .plz dispatch already @15913 @117331 @115830 https://t.co/cfCyu5acf4,1707980,@517570 We frequently dispatch and deliver items in the same day. Let us know if you don't receive it by tomorrow evening! ^TN
60259.0,@116875 así de maltratado llegó mi paquete... que onda?? Espero que funcione... #amazonmx https://t.co/Vs61ZiKr1H,60255,@129775 Hola Lu. Lo siento mucho. ¿Tu producto fue vendido y gestionado por Amazon México o por un vendedor externo? ^JJ
