customer_tweet_id,customer_text,brand_reply,candidate_intent
1534954.0,8:00 and still no @115821 delivery!  I’m never ordering games from you again.  You’ve let me down once again.  You say release day delivery but never follow through.  Guess it’s @120358 from now on!,@397119 I'm sorry to hear this. What's the delivery date and most recent tracking shown here: https://t.co/Y5jpI9gRhE? ^LI,Delivery & Tracking
2794276.0,"@117795 hey guys, my order is missing. No sign of your messenger nor of any of the items I paid for. What’s up? It’s way past the delivery window.",@213876 That's odd! We'd like to help! Have you had the chance to reach to us through the app for more insight?  ^HM,Delivery & Tracking
2477519.0,"Amazon driver banged the door so loud that he alarmed the neighbour.
Sorry no parcel for you Linda.","@708141 Terribly sorry for the excessive knocking, Alex! Let's get that reported here as well: https://t.co/JzP7hlA23B ^JZ",Delivery & Tracking
2205115.0,"So I ordered something from #Amazon 2 weeks ago, only to find eventually that the parcel is ""non livrable"" according to their site. A #LaPoste tracking number was provided. The La Poste site says : ""Votre colis a subi un incident"". #silentscream #France @115821  #notgoodenough","@644759 Hello, I'm sorry for the inconvenience, could you please contact our Customer Service to check this directly : https://t.co/qzuu0dgDXz ^MH",Delivery & Tracking
2730260.0,"@115821 Germany ""guaranteed delivery dates"" are a huge joke. From ""guaranteed"" delivery today we are know at ""estimated"" delivery by Wednesday. Good job!","@765455 Hey, too bad that your package did not come on the guaranteed delivery date.
Have you already contacted our customer service colleagues? I am sure, they can help you quickly. Here you can reach them: https://t.co/ohyvGrpvrY ^AM",Delivery & Tracking
1724742.0,@AmazonHelp can you tell me why my prime parcel has not arrived today and is not even with the courier yet?,"@121279 Uh oh! Sounds like we're missing the mark. What was the promised date of the delivery, Sian? Please let us know! ^JD",Delivery & Tracking
1856222.0,"Monitor stand got delayed by a day, even though it's meant to be guaranteed delivery @115830 You hurt my feelings :(","@555193 Ugh, that's not what I want to hear, and its not what we want you to experience! Were you given a reason for the delay? ^AS",Delivery & Tracking
383353.0,@115850 Unable to call customercare. please cll me 9769909024. I am a prime customer and product promis 1 day delivery but its 6days now,"@206819 Also, please don't provide your order/account details as we consider them to be personal information. ^HK",Delivery & Tracking
619287.0,"My @115830 account clearly lists my “safe place” to leave goods. Why therefore have you ignored that, and delivered the goods to someone living a long way down the street?","@266951 Hi, Graham! I'm sorry that your parcel wasn't delivered to your designated Safe Place as it should have. When you have a moment, reach us here so we can take feedback about this: https://t.co/JzP7hlA23B  ^SP",Delivery & Tracking
2336107.0,"@AmazonHelp I had not opened the delivered package. 

@115850",@675921 is damaged/defective. You can refer to the policy here:https://t.co/ZcbVGDaswi 2/2 ^EM,Delivery & Tracking
492160.0,@115821 My package was supposed to be here yesterday. Doesn’t look any closer to my house per tracking info. Anything to be done?,"@232306 I'm sorry you have not received your order. We want to help resolve this, please reach out to us here,  https://t.co/hApLpMlfHN",Delivery & Tracking
475100.0,"@AmazonHelp .@AmazonHelp I have left feedback, but I want a refund for the wrong product &amp; I want the product I ordered delivered &amp; a refund for the extra postage of 14.95 I paid to have a 12 inch ruler delivered in a 4ft box #PleaseAdvise","@228064 Hey, Jez! Let's look into our options together. Please contact us here when you get a moment:  https://t.co/JzP7hlA23B. ^DY",Delivery & Tracking
95414.0,@115850 apni dukaan fools customers by showing the delivery status as delivered...now I HV a qs....where s my order???????,"@136746 We apologize for the experience you had, Bhavana. Request you to connect with us here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH",Delivery & Tracking
1190307.0,"Only @115830 can fail a same day delivery because they can't press a door bell, then not update delivery info after you contact em. #sigh",@399766 Hi Paul- Sorry you're still waiting for your order; Has a new delivery estimate been provided when you spoke with us directly? ^NV,Delivery & Tracking
390382.0,@115850 @AmazonHelp  wht hppnd to my order? delivery boy's no.gvn in msg is switch-off n unable2contact customer status updtd.pathetic https://t.co/NJha3jrKeq,@208422 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG(2/2),Delivery & Tracking
1291995.0,"@AmazonHelp Then let you know what it says yes? 

We have had 2 emails with delivery dates and then another today say it would be delivered today","@422142 Is the parcel out for delivery? We always strive to make the original delivery date. Though delays are possible, they should be rare. If a delay occurs, we will provide information to the e-mail address associated with the ordering account. ^ST",Delivery & Tracking
2378975.0,"@115850 Ordrd Ext-Hard Disk by payng Rs100 fr 1 day delivery but the product is defective,now reqsted for replacmnet and it says it will take 3 days time!! Plz tell my fault for defective product and for what I paid extra money?!!","@686032 I'm sorry about the defective item delivered. I do understand that there was no mistake from your end. However, the replacement order will be dispatched once the previously ordered item is returned to Amazon. I'll pass along your feedback to our team internally. ^GK",Delivery & Tracking
2978216.0,@AmazonHelp It was shipped by Amazon logistics and this is what my tracking page looks like https://t.co/RFQ8Xy8apW,"@821377 That's very odd, indeed. Please check the following link for help with locating your shipment. https://t.co/K7TAR90kMc. If you're still unable to locate it, please contact us here: https://t.co/hApLpMlfHN ^HS",Delivery & Tracking
2299746.0,here I go again with delivery issues from @AmazonHelp . Why do I pay for Prime when the stuff won't arrive next day or 2 day as promised??? WHY???,@667490 I'm sorry for the poor experience! Do you have a current order that is late or delayed that we can help you with? ^ZW,Delivery & Tracking
64214.0,"@AmazonHelp Been waiting for my order for over a week now, the first time it said it was “delivered” at 11:45pm 🤔 now the replacement said attempted delivery last night when I was sat in waiting all evening...customer service are useless.","@130736 Sorry to hear that, Dan. Can I ask what the latest tracking update has been? You can check here: https://t.co/aaDyEz1VgE. ^TI",Delivery & Tracking
166332.0,@115830 I have just arrived home to find a parcel at my door addressed to my wife.  She has been in all day and has just checked her details to find that it says the delivery driver had handed the package to her in person?!,"@154640 Terribly sorry for the problems with your delivery, William! Let's take a closer look into this in real time with you here: https://t.co/JzP7hlA23B ^JZ",Delivery & Tracking
428244.0,"@115821 @AmazonHelp you will short it out as soon as possible.
Courier: Amazon Transportation Services, Tracking #: 215171288250
ORDER # 404-1602495-2254700",@216856 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS,Delivery & Tracking
123395.0,"@AmazonHelp It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",@143569 Thanks for reaching out to us! I apologize for the delivery experiences. Were you given an update on the delivery date? Please let us know. ^MO,Delivery & Tracking
2615123.0,"@115850 Truly Amazing..Amazon.  
GATI DKT 969620658 . delivered one week before to a remote location to 85 year old parents.","@739220 This post made our day! Early deliveries are like surprises. We honestly hope this was a pleasant one. :)
Also, please don't provide your order details here, we consider it to be personal information. Our page is visible to the public. ^GD",Delivery & Tracking
2804291.0,"@AmazonHelp @115821 i try to order on certain days so i can be off from work to receive the package because my rental office wont take them anymore,amazon is really screwing up lately and it makes me want to shop elsewhere,i am really pissed",@438214 I'm sorry for the trouble with the recent delivery. Please keep us updated on the replacement. We want to ensure you receive it. ^RR,Delivery & Tracking
1322558.0,@AmazonHelp There wasn’t one given it just says it’s in pending delivery without a delivery date the  release date for the book is today,"@200366 Hi Ben, can you provide a link to the book in question? Did it state when you ordered 'available for Release day delivery'?^TP",Delivery & Tracking
1245882.0,"Order something on @115821 prime, next day shipping. 

Conf email: package will arrive Monday Oct 30.

Is today Sunday?","@412277 (2/2) We strive to ship items as quickly as possible, however, some orders may take extra time to process. ^WT",Delivery & Tracking
2682660.0,"@AmazonHelp No update from 24 hrs, 
Stun the product is showing delivered?????
WHAT IS THIS????? https://t.co/MQXiqJ8UZN","@754624 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.  ^VH",Delivery & Tracking
2343901.0,@AmazonHelp no code. Just says my delivery is late. But USPS says it was delivered at 2pm yesterday.,@634508 Let's take a look into this in real time with you here: https://t.co/hApLpM3Ejd . ^JZ,Delivery & Tracking
1106587.0,@AmazonHelp AmazonGlobal Expedited shipping,@381158 What Amazon website did you use? https://t.co/1fz78PNFM0? ^JJ,Delivery & Tracking
683771.0,@115850  @715 Poor Delivery Service ORDER # 403-7694464-3630724,"@147336 Sorry for any trouble with delivery. Kindly let us know more about the issue and we'll assist you. 
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^RI",Delivery & Tracking
1004667.0,"The saga of my screwed-up Letters from Wishing Rock (print version of the book) product page continues. Now, the book is available in two colors! And the number of unrelated 5* reviews has doubled!
@AmazonHelp @115821 https://t.co/fi8CcXULkg",@357795 I'm sorry for the delayed response! I've escalated this to the correct team. I apologize for any inconvenience this may have caused. ^KP,Delivery & Tracking
1342562.0,@AmazonHelp I'm in your chat now. Trouble is this is happening a lot. Being told something is delivered and it isn't,@433126 Please keep us posted. We want to make sure this is taken care of for you ^VS,Delivery & Tracking
276476.0,"@AmazonHelp Yes it is. It says it is with the courier but was delayed last week for ""external reasons"" and still no delivery!",@182052 We do not have access to your account on Twitter. Please contact us here via chat/phone:  https://t.co/JzP7hlA23B ^CR,Delivery & Tracking
2700910.0,"Hey @AmazonHelp -- it says you delivered a package to my apartment yesterday, but you didn't. What can we do to make sure I get what I ordered?",@396543 I'm sorry you've not received your shipment! The following link has some tips that may help in locating it: https://t.co/2TlCnVbFTI ^TR,Delivery & Tracking
1125136.0,"Bought a TV on @115830 Tuesday. Prime member. Specified Saturday delivery. Last night get told it’s delayed until Monday for no reason. Tried to contact @24123, chat broken, no answer. Called Amazon. Was put on hold for 20 minutes while lady tried to contact Arrow XL too.","@332756 I'm sorry to hear of this, did my colleague find out what happened when they spoke to them? ^KI",Delivery & Tracking
2790574.0,@AmazonHelp any news on where my parcel is? Why pay for Prime when it’s still not been delivered 2 days later? Apparently delivery was attempted yesterday- it wasn’t. And as yet nothing today.,@778851 I'm sorry for the wait. Some items aren't able to dispatch immediately. Our shipping time frames are the transit time from when we ship the item till you receive it. What date is given on your order confirmation e-mail? ^AN,Delivery & Tracking
180991.0,Ordered some stuff from @115850 this morning. Delivered around 4 pm. Amazing!,@158509 You didn't happen to put a spell on us for fast delivery have you? 🤔 ^HA,Delivery & Tracking
390760.0,@115821 ordered nespresso 50  pack of capsules. Ordered Sunday with Amazon prime thinking 2 day delivery. why is delivery Thursday? 😏,@208518 Two-Day Shipping refers to transit time once item ships Some items may be out of stock or unavailable to ship immediately. ^TR,Delivery & Tracking
2159241.0,Amazon should use AMZL for non-prime members! Prime members should get guaranteed UPS/FedEx delivery!@115821 @AmazonHelp #pissed,@634240 I'm sorry for the frustration we've caused. Is there something I can assist with? I'm here to help. ^SY,Delivery & Tracking
868597.0,"@AmazonHelp hi, i've order a book that qualifies for free delivery however i need to quicker than the estimated delivery date 1/2","@326241 Hi, Emily! I'd love to help! Is the order being dispatched by Amazon or a seller?https://t.co/aaDyEz1VgE ^RM",Delivery & Tracking
789070.0,"@115830 I've paid for next day delivery, but now saying delayed? Any chance of having my delivery for Friday when it's needed!!","@308164 Hi Emma, sorry to hear that. Have you been given a new estimated delivery date? ^JJ",Delivery & Tracking
1386506.0,"@AmazonHelp I drop them off at an Amazon store yesterday, one package shows as being received and processed. The other doesn't show as being received",@126334 We'd be happy to check on the status of your return. Please contact us here: https://t.co/hApLpMlfHN ^EB,Delivery & Tracking
2528243.0,@AmazonHelp Yes I do. It went out this morning and less than 3 hours in it hit a “carrier delay”,"@719850 Oh no, Will! This isn't what we strive for and we're here to help! We'd like to have a member of our team look into this with you. Please provide us more details about your order here: https://t.co/7If9twAU2Y ^NS",Delivery & Tracking
178633.0,"@AmazonHelp It said on the tracking to be delivered today ! when it didnt come,i checked tracking it said upto to 10th,this happened with my last order!",@158107 We'd like to check this out with you! Reach out directly by using this link: https://t.co/qy3J24VGxb ^GL,Delivery & Tracking
1365443.0,"@AmazonHelp My package wasn't delivered (and wont be) because it was damaged. Why not just send me a new one, asap? Don't you want my money?","@426544 to confirm, was your item shipped by Amazon or a third-party seller? You can view that here: https://t.co/Y5jpI9gRhE ^HC (2/2)",Delivery & Tracking
791025.0,@AmazonHelp It is saying it ll be delivered today but till now no update,@308624 and we'll sort it out right away. 2/2^OS,Delivery & Tracking
247465.0,"@115830 I just received an email saying my package will be late, but I received it on tuesday ??",@174797 I'm sorry you received an e-mail after your item was delivered. You can go ahead and disregard this e-mail. ^VS,Delivery & Tracking
1241101.0,Out of four @115821 orders scheduled for delivery today I received 1. Two entire orders still haven't even shipped. Super disappointed,"@411114 I'm sorry for the disappointing experience, Russell. Have you gotten any e-mails about the orders which haven't shipped? ^BL",Order Management
2284014.0,@AmazonHelp I need help with my order because it keeps saying revise payment option when i have more money then needed in my account to buy what i want and i already entered the information correctly and it says that the order already went through,"@663742 Hi there- If the info is correct, have you tried deleting and re adding to see if this refreshes the order for you? ^NV",Order Management
1711457.0,"@AmazonHelp A package was delivered to my home but it's my neighbor's package. However, the orders page says my packages were delivered.",@518125 I'm sorry for the wait for your order. Please try these steps to locate a missing delivery: https://t.co/09zHDUYRiB ^DO,Order Management
763607.0,"@AmazonHelp my account info was changed without my consent and in order to contact your support I need to log in which I can't do, any help",@302485 I'm sorry you're having account troubles! Please reach out to us here: https://t.co/jzvkhdlrK5 and we can help! ^TK,Order Management
976820.0,@AmazonHelp You already have my order details from the screenshots I provided... Go ahead and do your research and correct the issue,"@351670 I'm sorry as we'll not be able to access your account from here, please share your details and we'll get back to you.^VR",Order Management
1645483.0,@119959 @115821 @115828 @212203 - My Pre-order for Fracture But Whole through amazon still havent shipped =\ . No estimate date. =\,@502812 Oh man! What's the current order status here: https://t.co/Y5jpI9gRhE? Have you received any recent updates via e-mail? ^SH,Order Management
1534954.0,8:00 and still no @115821 delivery!  I’m never ordering games from you again.  You’ve let me down once again.  You say release day delivery but never follow through.  Guess it’s @120358 from now on!,@397119 I'm sorry to hear this. What's the delivery date and most recent tracking shown here: https://t.co/Y5jpI9gRhE? ^LI,Order Management
2794276.0,"@117795 hey guys, my order is missing. No sign of your messenger nor of any of the items I paid for. What’s up? It’s way past the delivery window.",@213876 That's odd! We'd like to help! Have you had the chance to reach to us through the app for more insight?  ^HM,Order Management
2828800.0,@115850 such a pathetic service. I am abroad and so hard to reach customer service centre without active indian mobile number. My order was placed a week back and now i dont see it anywhere in my profile.. order is like deleted from database. No track. Fraud activity,"@787789 Sorry to know you're having trouble connecting with us and the order you recently placed. You can reach us via phone, chat or email using the link here: https://t.co/TdDksLo6Mf. We'll assist you. ^PS",Order Management
1382716.0,Dear @115850 what's d point of ordering #amazonfulfilled #product wid #amazonprime if it still takes over a week to #deliver ? #ecommerce,@242002 and we'll look into this for you. (2/2) ^VM,Order Management
346232.0,@115850 @115851 where is my order. 6 tym calld custmr srvc no solution. Updated address 2 tym and everytime i am at home still this.... https://t.co/y97h9LVdyB,"@198407 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.(2/2) ^RD",Order Management
2205115.0,"So I ordered something from #Amazon 2 weeks ago, only to find eventually that the parcel is ""non livrable"" according to their site. A #LaPoste tracking number was provided. The La Poste site says : ""Votre colis a subi un incident"". #silentscream #France @115821  #notgoodenough","@644759 Hello, I'm sorry for the inconvenience, could you please contact our Customer Service to check this directly : https://t.co/qzuu0dgDXz ^MH",Order Management
1968352.0,@AmazonHelp No. The lady I talked to today basically canceled the original order and reordered and it’s not going to ship/deliver until Nov13-Dec20.,"@583218 I understand. If it's not received within that delivery estimate, please let us know. ^DC",Order Management
576029.0,@AmazonHelp So basically I can’t cancel an order that I never requested? Why would your management team not contact me before putting the order in?,"@255535 As per previous correspondence, we can't place an order on a customer behalf.  If you do not require this order you can reject it at the door. ^JC",Order Management
1445393.0,@8850 @23773 @951 @115821 @115850 @AmazonHelp but i don't remeber the email account through which i had ordered the Product !! I only have imei number !!,@455406 We'll be following up on your concern via DM. Please check. ^HD,Order Management
924456.0,@115821 prime is a waste of money! Half of the things I order DO NOT come in two days. What a guarantee!,@203264 Oh no! This is not what we like to hear. We'd like to help in any way we can. Are you having issues with a current order? ^NM,Order Management
984242.0,@AmazonHelp hi I ordered a sampoo from Amazon pantry and got a completely spilt product . What should I do?,@353329 Please return the damaged item here : https://t.co/3yqvLnyTxi for the best available options! (2/2)^HR,Order Management
89203.0,"@AmazonHelp  - dear Amazon help - HELP! I'm dealing with Amazon for more than over a week now trying to cancel my order that has been partially paid with a giftcard and partially with a creditcard, but Amazon does not accept the creditcard payment 1/2",@135293 Sorry to hear hat your account is blocked. Have you received an email from the Accounts Specialist team about this? We won't be able to access your account until it has been reviewed by an Account Specialist. ^RS,Order Management
366006.0,@115850 1 hour to process amazon pay balance into the account !! Seriously?? Order no : 405-7666923-7204367 @AmazonHelp,"@202714 Please don't provide your order details, we consider it personal info. Our Twitter page is visible to public. ^NR 2/2",Order Management
475100.0,"@AmazonHelp .@AmazonHelp I have left feedback, but I want a refund for the wrong product &amp; I want the product I ordered delivered &amp; a refund for the extra postage of 14.95 I paid to have a 12 inch ruler delivered in a 4ft box #PleaseAdvise","@228064 Hey, Jez! Let's look into our options together. Please contact us here when you get a moment:  https://t.co/JzP7hlA23B. ^DY",Order Management
95414.0,@115850 apni dukaan fools customers by showing the delivery status as delivered...now I HV a qs....where s my order???????,"@136746 We apologize for the experience you had, Bhavana. Request you to connect with us here: https://t.co/rS49hgaADF and we'll assist you accordingly. ^VH",Order Management
2979691.0,@115821 y’all have a way of hiding orders from other people on the account?? Wife totally found out her present...,"@821770 On no! We do offer you the ability to ""Archive"" an order so it cannot be seen from the ""Your Orders"" page, details: https://t.co/LQ90PIpfZ3 ^JR",Order Management
390382.0,@115850 @AmazonHelp  wht hppnd to my order? delivery boy's no.gvn in msg is switch-off n unable2contact customer status updtd.pathetic https://t.co/NJha3jrKeq,@208422 Please don’t provide your order details as we consider them to be personal info. Our page is visible to public. ^SG(2/2),Order Management
479311.0,"Dear @AmazonHelp @115850 ,
I haven't ordered any thing to any one but why these mails to my account and actually I don't have any of your app in my Mobile.
This is not only one but I have got 4 - 5 frequent mails of the orders.
Kindly look into this asap
Ty https://t.co/6oNyfFwg4Z","@228910 Please don't provide the order/account details, we consider it personal information. Our Twitter page is visible to the public. ^AK 2/2",Order Management
2769718.0,"@115850 Do U evn understand meaning of gift wrapping?!! It isnt the place to put your advertisements!! I fucking paid you to gift wrap 40 products and you printed your 50 logos on each product!! Such a shame, find btr way to advertise!! Never going to order a gift again from  U","@774347 That's quite a feedback, I'll certainly pass it on to our concerned team internally. You can also share your feedback using this link https://t.co/BOC2qI06T6. ^MD",Order Management
426643.0,@AmazonHelp it’s not letting me cancel my order please help?,"@216472 Hi, Is the order sold by a Marketplace seller or Amazon directly? ^AT",Order Management
64214.0,"@AmazonHelp Been waiting for my order for over a week now, the first time it said it was “delivered” at 11:45pm 🤔 now the replacement said attempted delivery last night when I was sat in waiting all evening...customer service are useless.","@130736 Sorry to hear that, Dan. Can I ask what the latest tracking update has been? You can check here: https://t.co/aaDyEz1VgE. ^TI",Order Management
428244.0,"@115821 @AmazonHelp you will short it out as soon as possible.
Courier: Amazon Transportation Services, Tracking #: 215171288250
ORDER # 404-1602495-2254700",@216856 Please don’t provide your details here as we consider them to be personal information. Our page is visible to public. ^GS,Order Management
123395.0,"@AmazonHelp It was impossible for it to have arrived on time when it left 23 minutes before the deadline. Am I blacklisted or something? My recent experiences have been terrible, this is the 9th time I've had to engage support due to delivery issues, either late or lost outright in 3 orders.",@143569 Thanks for reaching out to us! I apologize for the delivery experiences. Were you given an update on the delivery date? Please let us know. ^MO,Order Management
2804291.0,"@AmazonHelp @115821 i try to order on certain days so i can be off from work to receive the package because my rental office wont take them anymore,amazon is really screwing up lately and it makes me want to shop elsewhere,i am really pissed",@438214 I'm sorry for the trouble with the recent delivery. Please keep us updated on the replacement. We want to ensure you receive it. ^RR,Order Management
869890.0,@123718 3 days spent getting help with South Park pre-order bonus &amp; get told @115830 weren't supplied codes and i can't have one!,"@326552 Sorry about this, Jarrod! Just to clarify, are you referring to this offer?: https://t.co/UHnxIwlFHG ^VB",Order Management
1245882.0,"Order something on @115821 prime, next day shipping. 

Conf email: package will arrive Monday Oct 30.

Is today Sunday?","@412277 (2/2) We strive to ship items as quickly as possible, however, some orders may take extra time to process. ^WT",Order Management
947718.0,"@115850:My order #
408-2274794-3329941 is not yet shipped, ordered the same product 2 times but @115850  failed to deliver the product.","@344746 Please don't provide your order details, as we consider it to be personal information. Our Twitter page is public.​ 2/2 ^NK",Order Management
683771.0,@115850  @715 Poor Delivery Service ORDER # 403-7694464-3630724,"@147336 Sorry for any trouble with delivery. Kindly let us know more about the issue and we'll assist you. 
Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. ^RI",Order Management
903643.0,"@AmazonHelp I ordered a makeup organizer &amp; it came chipped. Don't really want to go thru the exchange process, do you do partial refunds?",@334513 or a third-party seller? You can view this under the item name in your orders here: https://t.co/Y5jpI9gRhE ^HC (2/2),Order Management
526145.0,"@AmazonHelp  Cant order my One Plus 5T.

Peculiar ERRROR being shown! https://t.co/AwXzhePT4r","@241738 I'm sorry, may I please know if it is the first time you are trying to place this order? ^SI",Order Management
2149521.0,@AmazonHelp I ordered from you and amazon 100% let me down,@631755 We'd still like to assist. Can you tell us about the issue with your order? Let us know w/o account or order info still. ^SJ,Order Management
2700910.0,"Hey @AmazonHelp -- it says you delivered a package to my apartment yesterday, but you didn't. What can we do to make sure I get what I ordered?",@396543 I'm sorry you've not received your shipment! The following link has some tips that may help in locating it: https://t.co/2TlCnVbFTI ^TR,Order Management
710638.0,"@AmazonHelp No there was not any estimated date.
If u take more than one week who will buy that?
I want before Friday otherwise I will cancel my order",@246259 estimate as mentioned here: https://t.co/ykWpCt0ely please confirm if we happened to miss the estimate? (2/2) ^KA,Order Management
180991.0,Ordered some stuff from @115850 this morning. Delivered around 4 pm. Amazing!,@158509 You didn't happen to put a spell on us for fast delivery have you? 🤔 ^HA,Order Management
445627.0,Never had a problem with @115830 in my life but woke up to the news that they just double charged me for my order isn't great. Then called their customer service and the guy is trying to say its a service charge? Nu uh honey!,"@220523 Hello, could you please confirm: are there two exact same charges for the same amount on your statement? ^BD",Order Management
390760.0,@115821 ordered nespresso 50  pack of capsules. Ordered Sunday with Amazon prime thinking 2 day delivery. why is delivery Thursday? 😏,@208518 Two-Day Shipping refers to transit time once item ships Some items may be out of stock or unavailable to ship immediately. ^TR,Order Management
2364677.0,"Explain this, @115821. Mom ordered a cover for her A/C unit. Instead received this hand target. Good thing her daughter is a martial artist, but come on? #amazon #onlineshopping #wrongorder #oops https://t.co/0AlYp2Lpel",@144644 I'm sorry you received the wrong item. You can find return options here: https://t.co/J5CgGpH92x ^JF,Order Management
868597.0,"@AmazonHelp hi, i've order a book that qualifies for free delivery however i need to quicker than the estimated delivery date 1/2","@326241 Hi, Emily! I'd love to help! Is the order being dispatched by Amazon or a seller?https://t.co/aaDyEz1VgE ^RM",Order Management
178633.0,"@AmazonHelp It said on the tracking to be delivered today ! when it didnt come,i checked tracking it said upto to 10th,this happened with my last order!",@158107 We'd like to check this out with you! Reach out directly by using this link: https://t.co/qy3J24VGxb ^GL,Order Management
1209097.0,@115821 last hour spent frustratingly trying to edit my address for an order but it refused to accept my new zip (post) code as beingcorrect,@403853 Sorry to hear this. What Amazon site are you using? For example. https://t.co/nUUp5MLhYl https://t.co/ykTUEmdsQA etc ^PK,Order Management
1889460.0,"Hey @115850 , your grotesque incompetence is amazing! Ordered a laptop on 24Sep which took 2 minutes to open Chrome. (1)","@563471 Apologies, Syed. I’d like to assist you. Please fill this form: https://t.co/beaaDm0muc and I’ll contact you soon. ^NK",Order Management
2925526.0,"Oh Amazon I was correct when I knew I would not get my order by the promised date, you really shouldn't guarantee something unless you know it will happen","@809469 I'm sorry for the frustration! Have we provided a new estimated delivery date? Also, which carrier was scheduled to deliver your order? You can check here: https://t.co/Y5jpI9gRhE ^TN",Order Management
382248.0,@115850 order id: 229157698995. I ordered it on 18th Oct and today is 27th Oct. I am very disappointed this time. Please deliver it ASAP.,"@206633 Please don't provide your details, we consider it personal information. Our Twitter page is visible to public. ^HD",Order Management
1479739.0,@115850 @119356 @AmazonHelp Got delivery message first and the order items 20 mins later in hand https://t.co/55AnI5REfu,"@463603 we'll work on it. Please don't provide your order details, we consider it to be personal information. 2/2 ^SY",Order Management
666789.0,@AmazonHelp No as the preorders were long filled. I just wanted to know if you were restocking it.,@278890 We're unable to provide any insight into future availability or promos. Please keep an eye on our website for any updates. ^MH,Order Management
687806.0,Worst experience with @115850 . Ordered an item but not delivered. Contacted customer service executive through chat but they disconnected without proper information.,"@284274 That's not right. Apologies for the delay in delivery. We'd like to look at it, please fill in your details here: https://t.co/GIJyeYqKE0 and we'll reach out to you directly. ^JC",Order Management
